DateTime,AddedIPs,RemovedIPs
1632694350,2,1
1632695067,1,3
1632696504,1,1
1632697236,2,3
1632697944,0,3
1632698665,1,7
1632699390,5,2
1632700105,2,3
1632700973,1,2
1632702007,4,7
1632702725,2,4
1632703445,2,4
1632704166,3,3
1632705213,3,4
1632705868,3,5
1632706590,12,4
1632707304,6,9
1632708036,8,5
1632708746,12,5
1632709467,5,13
1632710427,5,10
1632711146,6,8
1632711874,3,8
1632712589,3,4
1632713306,2,2
1632714024,7,0
1632714749,3,11
1632715474,5,2
1632716429,6,6
1632717144,2,2
1632717870,3,2
1632718589,4,1
1632719309,0,2
1632720024,2,2
1632720746,2,2
1632722193,1,1
1632722909,3,2
1632723624,0,2
1632724343,3,1
1632725064,4,0
1632725850,3,3
1632726749,1,5
1632727465,1,1
1632728191,4,1
1632728905,4,2
1632729633,0,1
1632730590,2,10
1632731305,1,0
1632732033,1,6
1632732744,1,2
1632734188,5,3
1632734905,2,2
1632735623,1,0
1632736346,2,0
1632737070,2,2
1632738006,2,1
1632738729,3,1
1632739446,3,2
1632740412,1,2
1632741371,1,2
1632742807,0,1
1632743526,3,0
1632744424,2,4
1632745231,2,22
1632746665,2,0
1632748350,6,0
1632749068,3,0
1632749787,2,0
1632750506,1,0
1632751130,5,0
1632751929,4,0
1632752647,3,0
1632753613,3,0
1632754324,2,0
1632755054,1,0
1632755772,2,0
1632756486,2,0
1632757206,3,3
1632758007,2,0
1632758653,2,2
1632759609,1,1
1632760324,1,2
1632761047,2,3
1632761766,4,4
1632762489,2,2
1632763205,2,1
1632763925,3,2
1632764650,2,0
1632765624,1,3
1632766328,2,0
1632767048,1,1
1632767786,1,1
1632768492,3,1
1632769216,2,5
1632769946,0,3
1632770663,4,4
1632771389,1,2
1632772104,3,3
1632773218,1,1
1632774259,2,2
1632774970,3,0
1632775688,2,3
1632776663,2,8
1632777371,1,0
1632778089,2,7
1632779049,7,2
1632779767,1,3
1632780734,2,6
1632781450,2,2
1632782171,2,2
1632783128,2,2
1632783853,2,2
1632784576,2,4
1632785288,2,6
1632786248,7,3
1632786966,1,3
1632787687,3,3
1632788412,6,6
1632789263,2,2
1632789870,4,5
1632790582,1,5
1632791552,6,4
1632792270,2,2
1632792986,6,5
1632793705,10,8
1632794434,6,12
1632795143,6,9
1632795867,4,4
1632796587,4,3
1632797305,4,3
1632798255,5,8
1632799210,2,2
1632799925,1,2
1632800645,4,8
1632801366,3,2
1632802085,7,3
1632802808,2,4
1632803525,1,0
1632804966,2,1
1632805931,2,3
1632806756,4,2
1632807387,1,0
1632808102,2,2
1632808832,3,2
1632809544,0,3
1632810263,1,2
1632811710,4,1
1632812426,1,4
1632813147,3,2
1632813868,3,1
1632814587,1,1
1632815552,3,5
1632816220,3,0
1632816853,3,0
1632817476,4,0
1632818187,2,0
1632818903,2,0
1632819635,3,0
1632820342,0,2
1632821064,6,4
1632821788,2,5
1632822506,5,0
1632823241,1,1
1632823947,3,5
1632824666,2,1
1632825470,1,3
1632826105,2,3
